ID,X,Y,Z,R,G,B,PART
E470CB22E010C450,-1.96,-7.66,30.20,0.15,0.19,0.49,BODY
C0D6728500098FA2,0.52,-7.79,30.40,0.14,0.21,0.50,BODY
41B25FA9AC56DCFB,2.95,-7.51,30.60,0.14,0.19,0.48,BODY
DCE867C971F91D31,4.82,-7.53,30.00,0.13,0.22,0.56,BODY
D3CBDFFF1E3533D9,7.13,-7.41,30.20,0.26,0.33,0.61,BODY
CD74D82592220023,-4.71,-7.61,30.40,0.55,0.16,0.42,BODY
AEE5F3685A723D63,-2.40,-7.38,30.60,0.13,0.19,0.48,BODY
A769D74834713D2F,-0.14,-7.73,30.00,0.14,0.20,0.52,BODY
75F50A1AB238A4E8,2.52,-7.52,30.20,0.14,0.19,0.46,BODY
B532B6C05CA45534,4.38,-7.32,30.40,0.11,0.23,0.55,BODY
B09BBB19656928C8,6.72,-7.73,30.60,0.21,0.28,0.60,BODY
661517E1DD94E603,-4.79,-7.32,30.00,0.59,0.14,0.45,BODY
86F0BA7446D85B9C,-2.42,-7.50,30.20,0.27,0.11,0.36,BODY
3937D63857854DB0,-0.48,-7.67,30.40,0.18,0.27,0.57,BODY
2BCE1CC69F553A43,2.06,-7.48,30.60,0.14,0.18,0.47,BODY
E056AB29D118B3FF,4.12,-7.75,30.00,0.15,0.28,0.56,BODY
445E91D6EF237AF4,6.46,-7.75,30.20,0.13,0.20,0.49,BODY
0C9C9AEE2ED16843,-5.00,-7.23,30.40,0.58,0.14,0.45,BODY
59481C69DFA1ED44,-2.56,-7.41,30.60,0.27,0.04,0.22,BODY
12ECA98B82DFB03C,-0.43,-7.36,30.00,0.16,0.25,0.55,BODY
B070272223157A9A,1.86,-7.41,30.20,0.13,0.19,0.47,BODY
0B2BF04C29228AB3,4.09,-7.54,30.40,0.17,0.25,0.57,BODY
46D8BE11407C8A24,6.62,-7.30,30.60,0.13,0.17,0.43,BODY
91535F940E5F7FA5,-5.11,-7.21,30.00,0.56,0.13,0.45,BODY
D71133312CA3943D,-3.29,-7.63,30.20,0.22,0.06,0.19,BODY
D1BC95DAB7F09F10,-0.77,-7.50,30.40,0.15,0.19,0.52,BODY
8086CC1E8C5CB23B,1.83,-7.39,30.60,0.13,0.19,0.45,BODY
B7A7DD7D633C185A,4.04,-7.39,30.00,0.14,0.21,0.53,BODY
7540F9F3B0EA3F28,6.41,-7.20,30.20,0.13,0.13,0.40,BODY
EAD08DE413B4A985,-5.52,-7.66,30.40,0.56,0.14,0.42,BODY
A1F5CFD4B7DC996D,-3.06,-7.32,30.60,0.19,0.03,0.16,BODY
