ID,X,Y,Z,R,G,B,PART
140DEA1653FADDC6,-0.29,-5.00,30.15,0.10,0.24,0.52,BODY
AC67DE00ADCACD1C,0.93,-4.93,29.85,0.13,0.17,0.48,BODY
6A1B3CF6F0350AE9,2.25,-4.73,30.00,0.10,0.24,0.52,BODY
4E19330FB0CCC939,3.61,-4.90,29.85,0.15,0.18,0.41,BODY
FD7841ACA78CABDB,-3.49,-4.66,30.00,0.45,0.11,0.35,BODY
D1AD21E1827DE459,-2.16,-4.54,30.15,0.35,0.07,0.26,BODY
091144C3F2D233EB,-1.00,-4.98,29.85,0.16,0.20,0.51,BODY
96838E09BAEC01A8,0.69,-4.72,30.00,0.15,0.18,0.47,BODY
73EF9F1231DA34BA,2.05,-4.59,29.85,0.14,0.21,0.51,BODY
7648FBD3192857A7,3.31,-4.81,30.00,0.11,0.13,0.37,BODY
37D08723DBCD96FB,-3.69,-4.91,30.15,0.42,0.09,0.33,BODY
AE6FCDBE4F495326,-2.76,-4.80,29.85,0.32,0.07,0.26,BODY
B9F6981FCC987AB9,-0.97,-4.78,30.15,0.14,0.20,0.51,BODY
DBE7BBADAEF05A49,0.22,-4.46,29.85,0.12,0.20,0.49,BODY
3AE252A51330095F,1.63,-4.66,30.00,0.15,0.20,0.48,BODY
2CE33F28857FCD2D,3.00,-4.53,30.15,0.13,0.22,0.55,BODY
D7DE9FDAE56CA666,4.24,-4.56,29.85,0.21,0.33,0.63,BODY
8FD82F3DFC1EC04A,-2.72,-4.80,30.15,0.49,0.09,0.38,BODY
DD15A584BE7ABB29,-1.37,-4.81,29.85,0.17,0.24,0.58,BODY
BFB616FDA9240E69,-0.01,-4.62,30.00,0.11,0.23,0.51,BODY
DEB2B164C5F3DE5C,1.58,-4.89,30.15,0.15,0.19,0.47,BODY
BB3D887EA6D0D046,2.72,-4.44,30.00,0.13,0.28,0.56,BODY
92193E21D498B58A,4.22,-4.46,30.15,0.19,0.28,0.61,BODY
8A37992C649FB015,-3.15,-4.87,29.85,0.58,0.14,0.44,BODY
E486ED15BF5C8001,-1.72,-4.82,30.00,0.44,0.18,0.40,BODY
0A358B934C37D395,-0.52,-4.64,30.15,0.13,0.23,0.52,BODY
39C26295A9A7E02D,0.98,-4.61,30.00,0.16,0.19,0.50,BODY
78547DEF94D2B8CE,2.38,-4.67,30.15,0.10,0.25,0.53,BODY
D4F6B89F1D09BFD4,3.69,-4.79,29.85,0.12,0.14,0.38,BODY
DE67167FE2BD5C6F,-3.37,-4.51,30.00,0.51,0.13,0.41,BODY
906AED7D797D7628,-2.10,-4.59,29.85,0.29,0.05,0.20,BODY
56A4AE700059F4FC,-0.62,-4.49,30.00,0.13,0.25,0.54,BODY
3991730D4ADDAEEA,0.99,-4.75,30.15,0.14,0.19,0.47,BODY
67C4B0FF253A998D,2.19,-4.55,29.85,0.13,0.27,0.55,BODY
7F2465F7DEB6F866,3.63,-4.42,30.00,0.12,0.15,0.40,BODY
59CAE91D4C689656,-3.82,-4.52,29.85,0.47,0.12,0.37,BODY
D443679F66F06E6A,-2.10,-4.65,30.00,0.18,0.05,0.15,BODY
F0DB84387CB939D4,-0.83,-4.61,30.15,0.15,0.21,0.51,BODY
6AC7D696E04642AC,0.78,-4.82,29.85,0.15,0.19,0.47,BODY
15E1D941E282EFF6,1.94,-4.51,30.00,0.14,0.21,0.51,BODY
9009AEEF6D48444C,3.58,-4.43,29.85,0.09,0.11,0.33,BODY
CF941B04A6764B10,-3.76,-4.72,30.00,0.44,0.10,0.34,BODY
7925297FEE325349,-2.53,-4.79,30.15,0.27,0.04,0.20,BODY
87A921436329591E,-1.07,-4.42,29.85,0.15,0.21,0.51,BODY
4C3C3E455C6605A0,0.29,-4.79,30.15,0.14,0.20,0.49,BODY
5469775206CFE7EF,1.81,-4.46,29.85,0.15,0.20,0.49,BODY
8068254EB6910900,3.22,-4.60,30.00,0.16,0.22,0.53,BODY
F942FAC19F430187,-3.88,-4.43,30.15,0.43,0.15,0.35,BODY
7B65BD9B28FF0859,-2.59,-4.74,29.85,0.33,0.03,0.24,BODY
8FD8D5B52E44A59A,-1.16,-4.39,30.15,0.17,0.19,0.50,BODY
1D8BB9857DC67971,-0.06,-4.55,29.85,0.14,0.20,0.50,BODY
D0E7DB5BDA9DDCFB,1.68,-4.33,30.00,0.15,0.19,0.48,BODY
89105A659CB69371,3.05,-4.72,30.15,0.11,0.24,0.56,BODY
C58C3680A1CA9968,4.43,-4.65,30.00,0.26,0.34,0.62,BODY
3038D62DD86C0542,-2.85,-4.40,30.15,0.51,0.14,0.40,BODY
8E4A8B2296BF0EC8,-1.30,-4.62,29.85,0.13,0.19,0.49,BODY
DC1D3792EEC63CD4,0.00,-4.65,30.00,0.15,0.20,0.51,BODY
45A62FDA5904E181,1.47,-4.69,30.15,0.15,0.19,0.47,BODY
889BB19891D0B4AE,2.80,-4.49,30.00,0.14,0.22,0.55,BODY
6152FB12D9511512,4.37,-4.71,30.15,0.20,0.27,0.60,BODY
298D1C7974FFA355,-2.75,-4.48,29.85,0.59,0.14,0.44,BODY
979B9DEF646D6C45,-1.73,-4.55,30.00,0.29,0.15,0.41,BODY
1FD1CE8D2C32EFC0,-0.01,-4.67,30.15,0.17,0.24,0.54,BODY
F60403F74BB12B42,1.46,-4.26,30.00,0.12,0.18,0.45,BODY
52ECE4DCFD8DC69C,2.63,-4.26,30.15,0.16,0.27,0.58,BODY
72296FF338623C37,4.17,-4.68,29.85,0.14,0.21,0.53,BODY
7BC5F67FEAC32B79,-2.98,-4.68,30.00,0.58,0.15,0.45,BODY
D0F9ECBF6C8AC41D,-1.66,-4.24,29.85,0.25,0.06,0.24,BODY
1F64C788BB5575B0,-0.43,-4.46,30.00,0.18,0.26,0.56,BODY
F7B9B5DFC53BF523,1.30,-4.51,30.15,0.17,0.24,0.53,BODY
BC6CA9A4CCD8A35A,2.58,-4.47,29.85,0.21,0.35,0.65,BODY
FE9B40C29479FE51,3.89,-4.52,30.00,0.13,0.21,0.48,BODY
D0826C549D7CFE12,-2.95,-4.29,29.85,0.57,0.15,0.45,BODY
2A313F6E65A93382,-1.84,-4.37,30.00,0.23,0.04,0.18,BODY
7F9BB9ED91F6063A,-0.26,-4.31,30.15,0.15,0.21,0.52,BODY
36BF6EA6CBD1F97A,1.16,-4.63,29.85,0.15,0.21,0.49,BODY
8AD350C186046E36,2.30,-4.31,30.15,0.13,0.23,0.53,BODY
785BF28BF4F43693,3.65,-4.63,29.85,0.14,0.19,0.45,BODY
A74FF013BE0BBB95,-3.01,-4.25,30.00,0.57,0.15,0.45,BODY
D06E4BEB84833E72,-1.93,-4.56,30.15,0.18,0.04,0.16,BODY
C0D4458E38F4A50D,-0.18,-4.48,29.85,0.15,0.20,0.51,BODY
9653C00FF3BE7172,0.86,-4.18,30.15,0.12,0.18,0.45,BODY
BE879ABD0C143E00,2.28,-4.58,29.85,0.14,0.22,0.53,BODY
81D3292E17B30F38,3.53,-4.33,30.00,0.11,0.15,0.40,BODY
4278736C00135434,-3.17,-4.54,30.15,0.58,0.15,0.44,BODY
1897DAB416D3159A,-1.69,-4.51,30.00,0.17,0.04,0.16,BODY
71E5197B86C94A5F,-0.69,-4.34,30.15,0.15,0.21,0.51,BODY
6012D5B6D1425455,0.94,-4.48,29.85,0.11,0.17,0.44,BODY
8F9F4F1BEA869CB8,2.41,-4.14,30.00,0.15,0.21,0.52,BODY
423A92FD4993520E,3.63,-4.12,30.15,0.14,0.16,0.42,BODY
D5B376CA60217B9D,-3.24,-4.15,30.00,0.57,0.15,0.44,BODY
E2E8466E736DC341,-1.88,-4.28,30.15,0.19,0.03,0.15,BODY
6FEA74BB4BD7D6DF,-0.63,-4.36,29.85,0.15,0.21,0.51,BODY
A59D02FC0677E845,0.75,-4.32,30.00,0.12,0.19,0.46,BODY
EBFBFF19A63E746A,2.15,-4.41,30.15,0.15,0.21,0.52,BODY
3CB9B82472D400BE,3.62,-4.28,30.00,0.13,0.15,0.41,BODY
AFB6F6705E4E40E0,-3.24,-4.53,30.15,0.56,0.15,0.43,BODY
687114A078AB79A3,-1.76,-4.30,29.85,0.22,0.05,0.18,BODY
8C6BFA8E36921ADC,-0.32,-4.52,30.00,0.15,0.21,0.51,BODY
B893E81FB182B144,0.95,-4.23,29.85,0.15,0.25,0.52,BODY
41DCFC89470DABC8,2.47,-4.05,30.00,0.15,0.21,0.52,BODY
619E20CBAC0C5F07,3.61,-4.18,30.15,0.11,0.15,0.40,BODY
67A8C921963D27F8,-3.16,-4.49,29.85,0.57,0.15,0.44,BODY
60814317FE90A82B,-1.87,-4.27,30.00,0.26,0.05,0.19,BODY
202C5A1B02267417,-0.51,-4.44,29.85,0.15,0.21,0.51,BODY
9591A712AAF51162,0.73,-4.39,30.00,0.15,0.26,0.53,BODY
7005F9FB7B6B0E92,2.22,-4.30,30.15,0.15,0.22,0.53,BODY
E6E502F467417C58,3.83,-4.44,29.85,0.13,0.17,0.45,BODY
A6057C7D88A1057D,-3.04,-4.34,30.15,0.58,0.15,0.45,BODY
6BBB6AEE70C122CD,-1.62,-4.33,29.85,0.35,0.07,0.21,BODY
A0E776F2496CF7FD,-0.29,-4.43,30.00,0.15,0.21,0.51,BODY
09F9A91067F266FC,1.02,-4.22,30.15,0.11,0.22,0.49,BODY
9171CB8C930F1065,2.30,-4.03,29.85,0.15,0.22,0.53,BODY
35A864930AFBACF7,3.99,-4.18,30.15,0.15,0.17,0.48,BODY
17425FAF9A11B057,-2.91,-4.15,29.85,0.58,0.15,0.45,BODY
51835CAA2C86FCF0,-1.61,-4.31,30.00,0.37,0.06,0.18,BODY
F7609DD3568FCCE0,-0.12,-4.03,30.15,0.15,0.21,0.51,BODY
A467140B5B4F34B1,0.92,-4.27,29.85,0.12,0.23,0.50,BODY
CCDE395A4CD956A5,2.59,-4.35,30.15,0.15,0.22,0.53,BODY
130DC1875A980267,4.09,-4.26,29.85,0.16,0.20,0.47,BODY
75757B769DF55951,-2.91,-4.09,30.00,0.55,0.16,0.44,BODY
C0409479CBA4B22A,-1.85,-4.23,30.15,0.25,0.04,0.10,BODY
7C956AA285F96E3B,-0.02,-4.26,30.00,0.15,0.21,0.52,BODY
D26C3FDEBDCAF42B,1.28,-4.07,30.15,0.13,0.22,0.50,BODY
F497F50FF9B84E78,2.51,-4.01,29.85,0.14,0.22,0.54,BODY
640741FCC392A8F8,3.79,-4.29,30.00,0.13,0.22,0.52,BODY
2CEA83B55FD974EC,-2.85,-4.11,30.15,0.33,0.03,0.25,BODY
4A2975D9BEF3D1B0,-1.64,-3.98,30.00,0.18,0.13,0.28,BODY
CE8C1B8FC4EC32D6,-0.15,-4.06,30.15,0.15,0.21,0.52,BODY
